"Method","Freq","SurveyName","Country","StartYear"
"Standard Days Method",0.0029985532554895,"SNIR8AFL.DTA","Senegal",2019
"Pill",0.14119461987245,"SNIR80FL.DTA","Senegal",2018
"IUD",0.0816132273629012,"SNIR80FL.DTA","Senegal",2018
"Injections",0.302594882613073,"SNIR80FL.DTA","Senegal",2018
"Male Condom",0.0470956226885157,"SNIR80FL.DTA","Senegal",2018
"Female Sterilization",0.0154979891354645,"SNIR80FL.DTA","Senegal",2018
"Periodic Abstinence",0.032677582162139,"SNIR80FL.DTA","Senegal",2018
"Withdrawal",0.004656049125682,"SNIR80FL.DTA","Senegal",2018
"Other Traditional Method",0.0256729689373146,"SNIR80FL.DTA","Senegal",2018
"Implant",0.332007950495992,"SNIR80FL.DTA","Senegal",2018
"Lactational Amenorrhea",0.00208053690981426,"SNIR80FL.DTA","Senegal",2018
"Standard Days Method",0.0149085706966539,"SNIR80FL.DTA","Senegal",2018
"Pill",0.148037926627706,"SNIR7ZFL.DTA","Senegal",2017
"IUD",0.0747008681299962,"SNIR7ZFL.DTA","Senegal",2017
"Injections",0.356879989730922,"SNIR7ZFL.DTA","Senegal",2017
"Male Condom",0.0537571305238136,"SNIR7ZFL.DTA","Senegal",2017
"Female Sterilization",0.0123668584519559,"SNIR7ZFL.DTA","Senegal",2017
"Periodic Abstinence",0.0197968560506455,"SNIR7ZFL.DTA","Senegal",2017
"Withdrawal",0.00622568938845955,"SNIR7ZFL.DTA","Senegal",2017
"Other Traditional Method",0.0257687934760971,"SNIR7ZFL.DTA","Senegal",2017
"Implant",0.295577884965013,"SNIR7ZFL.DTA","Senegal",2017
"Lactational Amenorrhea",0.00238471177280018,"SNIR7ZFL.DTA","Senegal",2017
"Female Condom",0.000263275325093876,"SNIR7ZFL.DTA","Senegal",2017
"Emergency Contraception",0.000764664637776735,"SNIR7ZFL.DTA","Senegal",2017
"Other Modern Method",0.000393591487564488,"SNIR7ZFL.DTA","Senegal",2017
"Standard Days Method",0.00308175943215576,"SNIR7ZFL.DTA","Senegal",2017
"Pill",0.173256976260203,"SNIR7QFL.DTA","Senegal",2016
"IUD",0.0652481644523589,"SNIR7QFL.DTA","Senegal",2016
"Injections",0.320352815284705,"SNIR7QFL.DTA","Senegal",2016
"Male Condom",0.0351502007524168,"SNIR7QFL.DTA","Senegal",2016
"Female Sterilization",0.0277805354518698,"SNIR7QFL.DTA","Senegal",2016
"Periodic Abstinence",0.0300564667290089,"SNIR7QFL.DTA","Senegal",2016
"Withdrawal",0.0162080131907176,"SNIR7QFL.DTA","Senegal",2016
"Other",0.0312681566718307,"SNIR7QFL.DTA","Senegal",2016
"Implant",0.290102623368438,"SNIR7QFL.DTA","Senegal",2016
"Lactational Amenorrhea",0.00555049090985082,"SNIR7QFL.DTA","Senegal",2016
"Other Modern Method",0.00279984325524587,"SNIR7QFL.DTA","Senegal",2016
"Standard Days Method",0.00222571367335412,"SNIR7QFL.DTA","Senegal",2016
"Pill",0.201753353334526,"SNIR7HFL.DTA","Senegal",2015
"IUD",0.0455665619139221,"SNIR7HFL.DTA","Senegal",2015
"Injections",0.346147643669184,"SNIR7HFL.DTA","Senegal",2015
"Male Condom",0.0626109599892241,"SNIR7HFL.DTA","Senegal",2015
"Female Sterilization",0.0183483534080854,"SNIR7HFL.DTA","Senegal",2015
"Periodic Abstinence",0.0394193083271489,"SNIR7HFL.DTA","Senegal",2015
"Withdrawal",0.0149209321543447,"SNIR7HFL.DTA","Senegal",2015
"Other",0.0368062838906529,"SNIR7HFL.DTA","Senegal",2015
"Implant",0.227007999036029,"SNIR7HFL.DTA","Senegal",2015
"Lactational Amenorrhea",0.00493692995316772,"SNIR7HFL.DTA","Senegal",2015
"Other Modern Method",0.000785930873410752,"SNIR7HFL.DTA","Senegal",2015
"Standard Days Method",0.00169574345030416,"SNIR7HFL.DTA","Senegal",2015
"Pill",0.224024370842857,"SNIR70FL.DTA","Senegal",2014
"IUD",0.0382582180731779,"SNIR70FL.DTA","Senegal",2014
"Injections",0.355012396192819,"SNIR70FL.DTA","Senegal",2014
"Male Condom",0.0578099635203883,"SNIR70FL.DTA","Senegal",2014
"Female Sterilization",0.0188709315938103,"SNIR70FL.DTA","Senegal",2014
"Periodic Abstinence",0.0390933395418179,"SNIR70FL.DTA","Senegal",2014
"Withdrawal",0.0117267900503406,"SNIR70FL.DTA","Senegal",2014
"Other",0.0293101461877752,"SNIR70FL.DTA","Senegal",2014
"Implant",0.218407281719565,"SNIR70FL.DTA","Senegal",2014
"Lactational Amenorrhea",0.00421486335574196,"SNIR70FL.DTA","Senegal",2014
"Other Modern Method",0.00121380543295673,"SNIR70FL.DTA","Senegal",2014
"Standard Days Method",0.00205789348874965,"SNIR70FL.DTA","Senegal",2014
"Pill",0.268589967807124,"SNIR6DFL.DTA","Senegal",2012
"IUD",0.0494954544132832,"SNIR6DFL.DTA","Senegal",2012
"Injections",0.344230213106162,"SNIR6DFL.DTA","Senegal",2012
"Male Condom",0.051276240327395,"SNIR6DFL.DTA","Senegal",2012
"Female Sterilization",0.0222527601906649,"SNIR6DFL.DTA","Senegal",2012
"Periodic Abstinence",0.0309379439782883,"SNIR6DFL.DTA","Senegal",2012
"Withdrawal",0.00931826530620809,"SNIR6DFL.DTA","Senegal",2012
"Other",0.056943742950417,"SNIR6DFL.DTA","Senegal",2012
"Implant",0.15490989081807,"SNIR6DFL.DTA","Senegal",2012
"Lactational Amenorrhea",0.00584741232206087,"SNIR6DFL.DTA","Senegal",2012
"Other Modern Method",0.00510684907401573,"SNIR6DFL.DTA","Senegal",2012
"Standard Days Method",0.0010912597063098,"SNIR6DFL.DTA","Senegal",2012
"Pill",0.303555612476655,"SNIR61FL.DTA","Senegal",2010
"IUD",0.0438837853141086,"SNIR61FL.DTA","Senegal",2010
"Injections",0.384596321431913,"SNIR61FL.DTA","Senegal",2010
"Male Condom",0.0677075994539042,"SNIR61FL.DTA","Senegal",2010
"Female Sterilization",0.0160952644700221,"SNIR61FL.DTA","Senegal",2010
"Male Sterilization",0.000308795455423139,"SNIR61FL.DTA","Senegal",2010
"Periodic Abstinence",0.0254237095224783,"SNIR61FL.DTA","Senegal",2010
"Withdrawal",0.0156101797241819,"SNIR61FL.DTA","Senegal",2010
"Other",0.0351775210976067,"SNIR61FL.DTA","Senegal",2010
"Implant",0.0934345152805335,"SNIR61FL.DTA","Senegal",2010
"Lactational Amenorrhea",0.0117103097009684,"SNIR61FL.DTA","Senegal",2010
"Female Condom",0.000121260715527201,"SNIR61FL.DTA","Senegal",2010
"Other Modern Method",0.00237512535667853,"SNIR61FL.DTA","Senegal",2010
"Pill",0.181234972803868,"SLIR7AFL.DTA","Sierra Leone",2019
"IUD",0.0184900487549356,"SLIR7AFL.DTA","Sierra Leone",2019
"Injections",0.41445356008322,"SLIR7AFL.DTA","Sierra Leone",2019
"Male Condom",0.0109934761688778,"SLIR7AFL.DTA","Sierra Leone",2019
"Female Sterilization",0.00703128939490158,"SLIR7AFL.DTA","Sierra Leone",2019
"Male Sterilization",0.00075018009478671,"SLIR7AFL.DTA","Sierra Leone",2019
"Periodic Abstinence",0.00261090408359073,"SLIR7AFL.DTA","Sierra Leone",2019
"Withdrawal",0.00331085449342166,"SLIR7AFL.DTA","Sierra Leone",2019
"Other Traditional Method",0.00809020794541627,"SLIR7AFL.DTA","Sierra Leone",2019
"Implant",0.338925834143118,"SLIR7AFL.DTA","Sierra Leone",2019
"Lactational Amenorrhea",0.00588780663627977,"SLIR7AFL.DTA","Sierra Leone",2019
"Female Condom",0.000268109314095532,"SLIR7AFL.DTA","Sierra Leone",2019
"Emergency Contraception",0.0058377978754731,"SLIR7AFL.DTA","Sierra Leone",2019
"Standard Days Method",0.00211495820801551,"SLIR7AFL.DTA","Sierra Leone",2019
"Pill",0.233239296258755,"SLIR61FL.DTA","Sierra Leone",2013
"IUD",0.0105965330830547,"SLIR61FL.DTA","Sierra Leone",2013
"Injections",0.443863329884795,"SLIR61FL.DTA","Sierra Leone",2013
"Diaphragm",0.000900326715829309,"SLIR61FL.DTA","Sierra Leone",2013
"Male Condom",0.0312926947058653,"SLIR61FL.DTA","Sierra Leone",2013
"Female Sterilization",0.0151506713090244,"SLIR61FL.DTA","Sierra Leone",2013
"Male Sterilization",0.00054681292604945,"SLIR61FL.DTA","Sierra Leone",2013
"Periodic Abstinence",0.00689891420673253,"SLIR61FL.DTA","Sierra Leone",2013
"Withdrawal",0.00881332344513498,"SLIR61FL.DTA","Sierra Leone",2013
"Other",0.0382499719497399,"SLIR61FL.DTA","Sierra Leone",2013
"Implant",0.172410115066587,"SLIR61FL.DTA","Sierra Leone",2013
"Lactational Amenorrhea",0.0317465371698926,"SLIR61FL.DTA","Sierra Leone",2013
"Female Condom",0.000122718289843983,"SLIR61FL.DTA","Sierra Leone",2013
"Other Modern Method",0.00616875498869626,"SLIR61FL.DTA","Sierra Leone",2013
"Pill",0.103063585574925,"ZAIR71FL.DTA","South Africa",2016
"IUD",0.0184130249896031,"ZAIR71FL.DTA","South Africa",2016
"Injections",0.329578447865284,"ZAIR71FL.DTA","South Africa",2016
"Male Condom",0.242334390881937,"ZAIR71FL.DTA","South Africa",2016
"Female Sterilization",0.0824047731573444,"ZAIR71FL.DTA","South Africa",2016
"Male Sterilization",0.00477278104148471,"ZAIR71FL.DTA","South Africa",2016
"Periodic Abstinence",0.00131836903101246,"ZAIR71FL.DTA","South Africa",2016
"Withdrawal",0.00444060981114326,"ZAIR71FL.DTA","South Africa",2016
"Implant",0.0674821126195521,"ZAIR71FL.DTA","South Africa",2016
"Female Condom",0.0042394204362551,"ZAIR71FL.DTA","South Africa",2016
"Emergency Contraception",0.000896102667112595,"ZAIR71FL.DTA","South Africa",2016
"Other Modern Method",0.000966920690958365,"ZAIR71FL.DTA","South Africa",2016
"Injections 2 Month",0.140089461233389,"ZAIR71FL.DTA","South Africa",2016
"Pill",0.0654296866681562,"TJIR71FL.DTA","Tajikistan",2017
"IUD",0.622493954853199,"TJIR71FL.DTA","Tajikistan",2017
"Injections",0.0429554694870314,"TJIR71FL.DTA","Tajikistan",2017
"Male Condom",0.132193477388845,"TJIR71FL.DTA","Tajikistan",2017
"Female Sterilization",0.0279340014001972,"TJIR71FL.DTA","Tajikistan",2017
"Periodic Abstinence",0.000744741390145907,"TJIR71FL.DTA","Tajikistan",2017
"Withdrawal",0.0724173893150887,"TJIR71FL.DTA","Tajikistan",2017
"Implant",0.00400922608726874,"TJIR71FL.DTA","Tajikistan",2017
"Lactational Amenorrhea",0.0307792344108356,"TJIR71FL.DTA","Tajikistan",2017
"Female Condom",0.000420152569899465,"TJIR71FL.DTA","Tajikistan",2017
"Other Modern Method",0.000622666429333546,"TJIR71FL.DTA","Tajikistan",2017
"Pill",0.0817766514554206,"TJIR61FL.DTA","Tajikistan",2012
"IUD",0.663500787572525,"TJIR61FL.DTA","Tajikistan",2012
"Injections",0.0707913166407242,"TJIR61FL.DTA","Tajikistan",2012
"Male Condom",0.0806384102994072,"TJIR61FL.DTA","Tajikistan",2012
"Female Sterilization",0.0221192522928297,"TJIR61FL.DTA","Tajikistan",2012
"Periodic Abstinence",0.00456075674971222,"TJIR61FL.DTA","Tajikistan",2012
"Withdrawal",0.0683776893066021,"TJIR61FL.DTA","Tajikistan",2012
"Other",0.00146654052161251,"TJIR61FL.DTA","Tajikistan",2012
"Implant",0.00167860023453795,"TJIR61FL.DTA","Tajikistan",2012
"Lactational Amenorrhea",0.00338987936618802,"TJIR61FL.DTA","Tajikistan",2012
"Foam Or Jelly",0.000319938311922781,"TJIR61FL.DTA","Tajikistan",2012
"Other Modern Method",0.00138017724851737,"TJIR61FL.DTA","Tajikistan",2012
"Pill",0.12754909912611,"TZIR7BFL.DTA","Tanzania",2015
"IUD",0.0210534046012747,"TZIR7BFL.DTA","Tanzania",2015
"Injections",0.305829181344501,"TZIR7BFL.DTA","Tanzania",2015
"Male Condom",0.120050424992491,"TZIR7BFL.DTA","Tanzania",2015
"Female Sterilization",0.0785261897309746,"TZIR7BFL.DTA","Tanzania",2015
"Male Sterilization",0.00112976965087537,"TZIR7BFL.DTA","Tanzania",2015
"Periodic Abstinence",0.107833801046508,"TZIR7BFL.DTA","Tanzania",2015
"Withdrawal",0.0424890677876725,"TZIR7BFL.DTA","Tanzania",2015
"Other Traditional Method",0.0131211468825353,"TZIR7BFL.DTA","Tanzania",2015
"Implant",0.171416987640012,"TZIR7BFL.DTA","Tanzania",2015
"Lactational Amenorrhea",0.00931522301446082,"TZIR7BFL.DTA","Tanzania",2015
"Female Condom",0.000324001400282737,"TZIR7BFL.DTA","Tanzania",2015
"Emergency Contraception",0.000854789032713361,"TZIR7BFL.DTA","Tanzania",2015
"Other Modern Method",0.000261389685432065,"TZIR7BFL.DTA","Tanzania",2015
"Standard Days Method",0.000245524064156017,"TZIR7BFL.DTA","Tanzania",2015
"Pill",0.0842744273832389,"TLIR71FL.DTA","Timor-Leste",2016
"IUD",0.0777489688254582,"TLIR71FL.DTA","Timor-Leste",2016
"Injections",0.445647580513285,"TLIR71FL.DTA","Timor-Leste",2016
"Male Condom",0.00324017010603919,"TLIR71FL.DTA","Timor-Leste",2016
"Female Sterilization",0.0534897278154538,"TLIR71FL.DTA","Timor-Leste",2016
"Periodic Abstinence",0.0185182004014968,"TLIR71FL.DTA","Timor-Leste",2016
"Withdrawal",0.0554187210012023,"TLIR71FL.DTA","Timor-Leste",2016
"Other Traditional Method",0.00392624117761636,"TLIR71FL.DTA","Timor-Leste",2016
"Implant",0.235181020896961,"TLIR71FL.DTA","Timor-Leste",2016
"Lactational Amenorrhea",0.00743911333345015,"TLIR71FL.DTA","Timor-Leste",2016
"Emergency Contraception",0.000741886899234041,"TLIR71FL.DTA","Timor-Leste",2016
"Standard Days Method",0.0107686422190374,"TLIR71FL.DTA","Timor-Leste",2016
"Billings Method",0.00360529942752702,"TLIR71FL.DTA","Timor-Leste",2016
"Pill",0.100738382340393,"TGIR61FL.DTA","Togo",2013
"IUD",0.0296762617320598,"TGIR61FL.DTA","Togo",2013
"Injections",0.266290226276551,"TGIR61FL.DTA","Togo",2013
"Diaphragm",0.00111070265750603,"TGIR61FL.DTA","Togo",2013
"Male Condom",0.280489365775749,"TGIR61FL.DTA","Togo",2013
"Female Sterilization",0.0093634369319518,"TGIR61FL.DTA","Togo",2013
"Periodic Abstinence",0.116846741637586,"TGIR61FL.DTA","Togo",2013
"Withdrawal",0.0116263708144788,"TGIR61FL.DTA","Togo",2013
"Other",0.00541116759882534,"TGIR61FL.DTA","Togo",2013
"Implant",0.175700597546851,"TGIR61FL.DTA","Togo",2013
"Female Condom",0.000706220882972752,"TGIR61FL.DTA","Togo",2013
"Other Modern Method",0.00204052580507569,"TGIR61FL.DTA","Togo",2013
"Pill",0.0632886048560769,"TRIR61FL.DTA","Turkey",2013
"IUD",0.2319190073031,"TRIR61FL.DTA","Turkey",2013
"Injections",0.00774845229965486,"TRIR61FL.DTA","Turkey",2013
"Diaphragm/Foam/Jelly",0.00116311745510796,"TRIR61FL.DTA","Turkey",2013
"Male Condom",0.214519255840899,"TRIR61FL.DTA","Turkey",2013
"Female Sterilization",0.130028493064459,"TRIR61FL.DTA","Turkey",2013
"Male Sterilization",0.000424290940800139,"TRIR61FL.DTA","Turkey",2013
"Periodic Abstinence",0.00496904232657715,"TRIR61FL.DTA","Turkey",2013
"Withdrawal",0.342735529536091,"TRIR61FL.DTA","Turkey",2013
"Other",0.00164641168923942,"TRIR61FL.DTA","Turkey",2013
"Implant",0.000456485672270876,"TRIR61FL.DTA","Turkey",2013
"Lactational Amenorrhea",0.00110130901572464,"TRIR61FL.DTA","Turkey",2013
"Pill",0.0503116471986615,"UGIR7BFL.DTA","Uganda",2016
"IUD",0.0370781597901668,"UGIR7BFL.DTA","Uganda",2016
"Injections",0.459546659781281,"UGIR7BFL.DTA","Uganda",2016
"Male Condom",0.103215114852255,"UGIR7BFL.DTA","Uganda",2016
"Female Sterilization",0.0609315963727483,"UGIR7BFL.DTA","Uganda",2016
"Male Sterilization",0.00165661339422843,"UGIR7BFL.DTA","Uganda",2016
"Periodic Abstinence",0.0291558018772666,"UGIR7BFL.DTA","Uganda",2016
"Withdrawal",0.0611738545536518,"UGIR7BFL.DTA","Uganda",2016
"Other Traditional Method",0.00809756962656624,"UGIR7BFL.DTA","Uganda",2016
"Implant",0.156012463209644,"UGIR7BFL.DTA","Uganda",2016
"Lactational Amenorrhea",0.0204785436760919,"UGIR7BFL.DTA","Uganda",2016
"Female Condom",0.00026127587737905,"UGIR7BFL.DTA","Uganda",2016
"Emergency Contraception",0.00248715635421349,"UGIR7BFL.DTA","Uganda",2016
"Other Modern Method",0.000211855467699844,"UGIR7BFL.DTA","Uganda",2016
"Standard Days Method",0.00938168796814556,"UGIR7BFL.DTA","Uganda",2016
"Pill",0.0909279846941146,"UGIR60FL.DTA","Uganda",2011
"IUD",0.0150425415176261,"UGIR60FL.DTA","Uganda",2011
"Injections",0.453248087798851,"UGIR60FL.DTA","Uganda",2011
"Male Condom",0.136529135906978,"UGIR60FL.DTA","Uganda",2011
"Female Sterilization",0.0918740010445236,"UGIR60FL.DTA","Uganda",2011
"Male Sterilization",0.00225524483100197,"UGIR60FL.DTA","Uganda",2011
"Periodic Abstinence",0.0447590723954467,"UGIR60FL.DTA","Uganda",2011
"Withdrawal",0.0642332816888333,"UGIR60FL.DTA","Uganda",2011
"Other",0.0157406274738434,"UGIR60FL.DTA","Uganda",2011
"Implant",0.0801407490252193,"UGIR60FL.DTA","Uganda",2011
"Lactational Amenorrhea",0.00524927362356223,"UGIR60FL.DTA","Uganda",2011
"Pill",0.138769014131869,"ZMIR71FL.DTA","Zambia",2018
"IUD",0.0138212949187648,"ZMIR71FL.DTA","Zambia",2018
"Injections",0.509243676922377,"ZMIR71FL.DTA","Zambia",2018
"Male Condom",0.0834516595029992,"ZMIR71FL.DTA","Zambia",2018
"Female Sterilization",0.0260653339167265,"ZMIR71FL.DTA","Zambia",2018
"Male Sterilization",0.000300959539336164,"ZMIR71FL.DTA","Zambia",2018
"Periodic Abstinence",0.0049414172469233,"ZMIR71FL.DTA","Zambia",2018
"Withdrawal",0.0285516710479839,"ZMIR71FL.DTA","Zambia",2018
"Other Traditional Method",0.00250273685594479,"ZMIR71FL.DTA","Zambia",2018
"Implant",0.171482900381724,"ZMIR71FL.DTA","Zambia",2018
"Lactational Amenorrhea",0.0125202654545239,"ZMIR71FL.DTA","Zambia",2018
"Female Condom",0.0000906126118934193,"ZMIR71FL.DTA","Zambia",2018
"Emergency Contraception",0.00197635838916487,"ZMIR71FL.DTA","Zambia",2018
"Other Modern Method",0.000638436983768372,"ZMIR71FL.DTA","Zambia",2018
"Standard Days Method",0.00564366209600071,"ZMIR71FL.DTA","Zambia",2018
"Pill",0.227041202613499,"ZMIR61FL.DTA","Zambia",2013
"IUD",0.0251454711283676,"ZMIR61FL.DTA","Zambia",2013
"Injections",0.392411216754973,"ZMIR61FL.DTA","Zambia",2013
"Male Condom",0.100656520308939,"ZMIR61FL.DTA","Zambia",2013
"Female Sterilization",0.0376839081785565,"ZMIR61FL.DTA","Zambia",2013
"Male Sterilization",0.000804323811333142,"ZMIR61FL.DTA","Zambia",2013
"Periodic Abstinence",0.0113657224151398,"ZMIR61FL.DTA","Zambia",2013
"Withdrawal",0.0560187431191845,"ZMIR61FL.DTA","Zambia",2013
"Other",0.00924219986137564,"ZMIR61FL.DTA","Zambia",2013
"Implant",0.118308501014607,"ZMIR61FL.DTA","Zambia",2013
"Lactational Amenorrhea",0.0150481520393892,"ZMIR61FL.DTA","Zambia",2013
"Female Condom",0.00159884036883523,"ZMIR61FL.DTA","Zambia",2013
"Other Modern Method",0.00228011976314472,"ZMIR61FL.DTA","Zambia",2013
"Standard Days Method",0.00239507862265551,"ZMIR61FL.DTA","Zambia",2013
"Pill",0.556494805677278,"ZWIR71FL.DTA","Zimbabwe",2015
"IUD",0.00890685046949,"ZWIR71FL.DTA","Zimbabwe",2015
"Injections",0.148825568575885,"ZWIR71FL.DTA","Zimbabwe",2015
"Male Condom",0.0858740676463994,"ZWIR71FL.DTA","Zimbabwe",2015
"Female Sterilization",0.0115180204938207,"ZWIR71FL.DTA","Zimbabwe",2015
"Male Sterilization",0.000431049422780005,"ZWIR71FL.DTA","Zimbabwe",2015
"Periodic Abstinence",0.00153031139130527,"ZWIR71FL.DTA","Zimbabwe",2015
"Withdrawal",0.012036781089962,"ZWIR71FL.DTA","Zimbabwe",2015
"Other Traditional Method",0.000411108924445832,"ZWIR71FL.DTA","Zimbabwe",2015
"Implant",0.166299672177744,"ZWIR71FL.DTA","Zimbabwe",2015
"Lactational Amenorrhea",0.00441502502448131,"ZWIR71FL.DTA","Zimbabwe",2015
"Female Condom",0.00234052075035102,"ZWIR71FL.DTA","Zimbabwe",2015
"Emergency Contraception",0.000916218356056923,"ZWIR71FL.DTA","Zimbabwe",2015
"Pill",0.661003024526169,"ZWIR62FL.DTA","Zimbabwe",2010
"IUD",0.00371718510794773,"ZWIR62FL.DTA","Zimbabwe",2010
"Injections",0.147442997591853,"ZWIR62FL.DTA","Zimbabwe",2010
"Diaphragm",0.000311751020987377,"ZWIR62FL.DTA","Zimbabwe",2010
"Male Condom",0.0835108161578975,"ZWIR62FL.DTA","Zimbabwe",2010
"Female Sterilization",0.02126047593871,"ZWIR62FL.DTA","Zimbabwe",2010
"Periodic Abstinence",0.00142202363134998,"ZWIR62FL.DTA","Zimbabwe",2010
"Withdrawal",0.0154969160820921,"ZWIR62FL.DTA","Zimbabwe",2010
"Other",0.00267885250385261,"ZWIR62FL.DTA","Zimbabwe",2010
"Implant",0.0531893719840592,"ZWIR62FL.DTA","Zimbabwe",2010
"Lactational Amenorrhea",0.00311368594074473,"ZWIR62FL.DTA","Zimbabwe",2010
"Female Condom",0.00685289951433655,"ZWIR62FL.DTA","Zimbabwe",2010
