Method,Var,Freq,SurveyName,Country,StartYear
IUD,Method Information Index,0.545461876,JOIR72FL.DTA,Jordan,2017
Injections,Method Information Index,0.511243896,JOIR72FL.DTA,Jordan,2017
Female Sterilization,Method Information Index,0.475318471,JOIR72FL.DTA,Jordan,2017
Implant,Method Information Index,0.660799173,JOIR72FL.DTA,Jordan,2017
Pill,Told About Other Methods,0.623839474,JOIR72FL.DTA,Jordan,2017
IUD,Told About Other Methods,0.685094642,JOIR72FL.DTA,Jordan,2017
Injections,Told About Other Methods,0.701678631,JOIR72FL.DTA,Jordan,2017
Female Sterilization,Told About Other Methods,0.643391401,JOIR72FL.DTA,Jordan,2017
Implant,Told About Other Methods,0.757564427,JOIR72FL.DTA,Jordan,2017
Pill,Told About Side Effects,0.672705048,JOIR72FL.DTA,Jordan,2017
IUD,Told About Side Effects,0.707138766,JOIR72FL.DTA,Jordan,2017
Injections,Told About Side Effects,0.675398843,JOIR72FL.DTA,Jordan,2017
Female Sterilization,Told About Side Effects,0.61483498,JOIR72FL.DTA,Jordan,2017
Implant,Told About Side Effects,0.78019344,JOIR72FL.DTA,Jordan,2017
Pill,Told What to Do About Side Effects,0.575635071,JOIR72FL.DTA,Jordan,2017
IUD,Told What to Do About Side Effects,0.64617698,JOIR72FL.DTA,Jordan,2017
Injections,Told What to Do About Side Effects,0.564954385,JOIR72FL.DTA,Jordan,2017
Female Sterilization,Told What to Do About Side Effects,0.563670427,JOIR72FL.DTA,Jordan,2017
Implant,Told What to Do About Side Effects,0.67994356,JOIR72FL.DTA,Jordan,2017
Total,Method Information Index,0.520338855,JOIR72FL.DTA,Jordan,2017
Total,Told About Other Methods,0.665914542,JOIR72FL.DTA,Jordan,2017
Total,Told About Side Effects,0.693148235,JOIR72FL.DTA,Jordan,2017
Total,Told What to Do About Side Effects,0.619304885,JOIR72FL.DTA,Jordan,2017
Pill,Method Information Index,0.49663868,JOIR6CFL.DTA,Jordan,2012
IUD,Method Information Index,0.497785617,JOIR6CFL.DTA,Jordan,2012
Injections,Method Information Index,0.556498573,JOIR6CFL.DTA,Jordan,2012
Female Sterilization,Method Information Index,0.407498654,JOIR6CFL.DTA,Jordan,2012
Implant,Method Information Index,0.564598152,JOIR6CFL.DTA,Jordan,2012
Pill,Told About Other Methods,0.778865615,JOIR6CFL.DTA,Jordan,2012
IUD,Told About Other Methods,0.747446452,JOIR6CFL.DTA,Jordan,2012
Injections,Told About Other Methods,0.852770008,JOIR6CFL.DTA,Jordan,2012
Female Sterilization,Told About Other Methods,0.693415438,JOIR6CFL.DTA,Jordan,2012
Implant,Told About Other Methods,0.677973954,JOIR6CFL.DTA,Jordan,2012
Pill,Told About Side Effects,0.683732639,JOIR6CFL.DTA,Jordan,2012
IUD,Told About Side Effects,0.705285705,JOIR6CFL.DTA,Jordan,2012
Injections,Told About Side Effects,0.680791484,JOIR6CFL.DTA,Jordan,2012
Female Sterilization,Told About Side Effects,0.628175935,JOIR6CFL.DTA,Jordan,2012
Implant,Told About Side Effects,0.860823043,JOIR6CFL.DTA,Jordan,2012
Pill,Told What to Do About Side Effects,0.539321236,JOIR6CFL.DTA,Jordan,2012
IUD,Told What to Do About Side Effects,0.591365133,JOIR6CFL.DTA,Jordan,2012
Injections,Told What to Do About Side Effects,0.582223134,JOIR6CFL.DTA,Jordan,2012
Female Sterilization,Told What to Do About Side Effects,0.464327768,JOIR6CFL.DTA,Jordan,2012
Implant,Told What to Do About Side Effects,0.722193091,JOIR6CFL.DTA,Jordan,2012
Total,Method Information Index,0.496971304,JOIR6CFL.DTA,Jordan,2012
Total,Told About Other Methods,0.757062598,JOIR6CFL.DTA,Jordan,2012
Total,Told About Side Effects,0.697429976,JOIR6CFL.DTA,Jordan,2012
Total,Told What to Do About Side Effects,0.573319421,JOIR6CFL.DTA,Jordan,2012
Pill,Method Information Index,0.342527049,KEIR72FL.DTA,Kenya,2014
IUD,Method Information Index,0.639422412,KEIR72FL.DTA,Kenya,2014
Injections,Method Information Index,0.389236196,KEIR72FL.DTA,Kenya,2014
Female Sterilization,Method Information Index,0.362322018,KEIR72FL.DTA,Kenya,2014
Implant,Method Information Index,0.547238828,KEIR72FL.DTA,Kenya,2014
Pill,Told About Other Methods,0.666289996,KEIR72FL.DTA,Kenya,2014
IUD,Told About Other Methods,0.814997532,KEIR72FL.DTA,Kenya,2014
Injections,Told About Other Methods,0.673419259,KEIR72FL.DTA,Kenya,2014
Female Sterilization,Told About Other Methods,0.668551717,KEIR72FL.DTA,Kenya,2014
Implant,Told About Other Methods,0.774480279,KEIR72FL.DTA,Kenya,2014
Pill,Told About Side Effects,0.429712372,KEIR72FL.DTA,Kenya,2014
IUD,Told About Side Effects,0.773903569,KEIR72FL.DTA,Kenya,2014
Injections,Told About Side Effects,0.49513751,KEIR72FL.DTA,Kenya,2014
Female Sterilization,Told About Side Effects,0.492139217,KEIR72FL.DTA,Kenya,2014
Implant,Told About Side Effects,0.681887325,KEIR72FL.DTA,Kenya,2014
Pill,Told What to Do About Side Effects,0.381543263,KEIR72FL.DTA,Kenya,2014
IUD,Told What to Do About Side Effects,0.712226272,KEIR72FL.DTA,Kenya,2014
Injections,Told What to Do About Side Effects,0.433581792,KEIR72FL.DTA,Kenya,2014
Female Sterilization,Told What to Do About Side Effects,0.45975467,KEIR72FL.DTA,Kenya,2014
Implant,Told What to Do About Side Effects,0.619172127,KEIR72FL.DTA,Kenya,2014
Total,Method Information Index,0.432276894,KEIR72FL.DTA,Kenya,2014
Total,Told About Other Methods,0.703443862,KEIR72FL.DTA,Kenya,2014
Total,Told About Side Effects,0.54461408,KEIR72FL.DTA,Kenya,2014
Total,Told What to Do About Side Effects,0.485871131,KEIR72FL.DTA,Kenya,2014
Pill,Method Information Index,0.513096729,KYIR61FL.DTA,Kyrgyz Republic,2012
IUD,Method Information Index,0.69253574,KYIR61FL.DTA,Kyrgyz Republic,2012
Injections,Method Information Index,0.514025433,KYIR61FL.DTA,Kyrgyz Republic,2012
Female Sterilization,Method Information Index,0.477219405,KYIR61FL.DTA,Kyrgyz Republic,2012
Pill,Told About Other Methods,0.66111751,KYIR61FL.DTA,Kyrgyz Republic,2012
IUD,Told About Other Methods,0.772538142,KYIR61FL.DTA,Kyrgyz Republic,2012
Injections,Told About Other Methods,0.825163252,KYIR61FL.DTA,Kyrgyz Republic,2012
Female Sterilization,Told About Other Methods,0.649195756,KYIR61FL.DTA,Kyrgyz Republic,2012
Pill,Told About Side Effects,0.709495714,KYIR61FL.DTA,Kyrgyz Republic,2012
IUD,Told About Side Effects,0.843654436,KYIR61FL.DTA,Kyrgyz Republic,2012
Injections,Told About Side Effects,0.87893476,KYIR61FL.DTA,Kyrgyz Republic,2012
Female Sterilization,Told About Side Effects,0.796252237,KYIR61FL.DTA,Kyrgyz Republic,2012
Pill,Told What to Do About Side Effects,0.623187026,KYIR61FL.DTA,Kyrgyz Republic,2012
IUD,Told What to Do About Side Effects,0.796163927,KYIR61FL.DTA,Kyrgyz Republic,2012
Injections,Told What to Do About Side Effects,0.567796941,KYIR61FL.DTA,Kyrgyz Republic,2012
Female Sterilization,Told What to Do About Side Effects,0.70664382,KYIR61FL.DTA,Kyrgyz Republic,2012
Total,Method Information Index,0.667378535,KYIR61FL.DTA,Kyrgyz Republic,2012
Total,Told About Other Methods,0.760128622,KYIR61FL.DTA,Kyrgyz Republic,2012
Total,Told About Side Effects,0.830681257,KYIR61FL.DTA,Kyrgyz Republic,2012
Total,Told What to Do About Side Effects,0.774333678,KYIR61FL.DTA,Kyrgyz Republic,2012
Pill,Method Information Index,0.244028674,LSIR71FL.DTA,Lesotho,2014
IUD,Method Information Index,0.554671911,LSIR71FL.DTA,Lesotho,2014
Injections,Method Information Index,0.266494251,LSIR71FL.DTA,Lesotho,2014
Female Sterilization,Method Information Index,0.038771917,LSIR71FL.DTA,Lesotho,2014
Implant,Method Information Index,0.44285029,LSIR71FL.DTA,Lesotho,2014
Pill,Told About Other Methods,0.580282237,LSIR71FL.DTA,Lesotho,2014
IUD,Told About Other Methods,0.849455837,LSIR71FL.DTA,Lesotho,2014
Injections,Told About Other Methods,0.628315822,LSIR71FL.DTA,Lesotho,2014
Female Sterilization,Told About Other Methods,0.548797797,LSIR71FL.DTA,Lesotho,2014
Implant,Told About Other Methods,0.773073067,LSIR71FL.DTA,Lesotho,2014
Pill,Told About Side Effects,0.387693464,LSIR71FL.DTA,Lesotho,2014
IUD,Told About Side Effects,0.678511765,LSIR71FL.DTA,Lesotho,2014
Injections,Told About Side Effects,0.382021892,LSIR71FL.DTA,Lesotho,2014
Female Sterilization,Told About Side Effects,0.257637204,LSIR71FL.DTA,Lesotho,2014
Implant,Told About Side Effects,0.591859416,LSIR71FL.DTA,Lesotho,2014
Pill,Told What to Do About Side Effects,0.307192413,LSIR71FL.DTA,Lesotho,2014
IUD,Told What to Do About Side Effects,0.62704333,LSIR71FL.DTA,Lesotho,2014
Injections,Told What to Do About Side Effects,0.319858164,LSIR71FL.DTA,Lesotho,2014
Female Sterilization,Told What to Do About Side Effects,0.076754391,LSIR71FL.DTA,Lesotho,2014
Implant,Told What to Do About Side Effects,0.546923193,LSIR71FL.DTA,Lesotho,2014
Total,Method Information Index,0.270207376,LSIR71FL.DTA,Lesotho,2014
Total,Told About Other Methods,0.622932512,LSIR71FL.DTA,Lesotho,2014
Total,Told About Side Effects,0.398328091,LSIR71FL.DTA,Lesotho,2014
Total,Told What to Do About Side Effects,0.329130728,LSIR71FL.DTA,Lesotho,2014
Pill,Method Information Index,0.466746549,LBIR7AFL.DTA,Liberia,2019
IUD,Method Information Index,1,LBIR7AFL.DTA,Liberia,2019
Injections,Method Information Index,0.456839713,LBIR7AFL.DTA,Liberia,2019
Female Sterilization,Method Information Index,0.424121996,LBIR7AFL.DTA,Liberia,2019
Implant,Method Information Index,0.600569496,LBIR7AFL.DTA,Liberia,2019
Pill,Told About Other Methods,0.551374263,LBIR7AFL.DTA,Liberia,2019
IUD,Told About Other Methods,1,LBIR7AFL.DTA,Liberia,2019
Injections,Told About Other Methods,0.583479961,LBIR7AFL.DTA,Liberia,2019
Female Sterilization,Told About Other Methods,0.485259249,LBIR7AFL.DTA,Liberia,2019
Implant,Told About Other Methods,0.713224443,LBIR7AFL.DTA,Liberia,2019
Pill,Told About Side Effects,0.591063509,LBIR7AFL.DTA,Liberia,2019
IUD,Told About Side Effects,1,LBIR7AFL.DTA,Liberia,2019
Injections,Told About Side Effects,0.583732011,LBIR7AFL.DTA,Liberia,2019
Female Sterilization,Told About Side Effects,0.424121996,LBIR7AFL.DTA,Liberia,2019
Implant,Told About Side Effects,0.798505933,LBIR7AFL.DTA,Liberia,2019
Pill,Told What to Do About Side Effects,0.536616245,LBIR7AFL.DTA,Liberia,2019
IUD,Told What to Do About Side Effects,1,LBIR7AFL.DTA,Liberia,2019
Injections,Told What to Do About Side Effects,0.54923197,LBIR7AFL.DTA,Liberia,2019
Female Sterilization,Told What to Do About Side Effects,0.424121996,LBIR7AFL.DTA,Liberia,2019
Implant,Told What to Do About Side Effects,0.761018512,LBIR7AFL.DTA,Liberia,2019
Total,Method Information Index,0.492121423,LBIR7AFL.DTA,Liberia,2019
Total,Told About Other Methods,0.6047415,LBIR7AFL.DTA,Liberia,2019
Total,Told About Side Effects,0.633763616,LBIR7AFL.DTA,Liberia,2019
Total,Told What to Do About Side Effects,0.596172132,LBIR7AFL.DTA,Liberia,2019
Pill,Method Information Index,0.521685625,LBIR6AFL.DTA,Liberia,2013
IUD,Method Information Index,1,LBIR6AFL.DTA,Liberia,2013
Injections,Method Information Index,0.62435464,LBIR6AFL.DTA,Liberia,2013
Female Sterilization,Method Information Index,0.218594937,LBIR6AFL.DTA,Liberia,2013
Implant,Method Information Index,0.755937664,LBIR6AFL.DTA,Liberia,2013
Pill,Told About Other Methods,0.645298855,LBIR6AFL.DTA,Liberia,2013
IUD,Told About Other Methods,1,LBIR6AFL.DTA,Liberia,2013
Injections,Told About Other Methods,0.732230007,LBIR6AFL.DTA,Liberia,2013
Female Sterilization,Told About Other Methods,0.602571802,LBIR6AFL.DTA,Liberia,2013
Implant,Told About Other Methods,0.812124213,LBIR6AFL.DTA,Liberia,2013
Pill,Told About Side Effects,0.640871443,LBIR6AFL.DTA,Liberia,2013
IUD,Told About Side Effects,1,LBIR6AFL.DTA,Liberia,2013
Injections,Told About Side Effects,0.763263732,LBIR6AFL.DTA,Liberia,2013
Female Sterilization,Told About Side Effects,0.615695419,LBIR6AFL.DTA,Liberia,2013
Implant,Told About Side Effects,0.901006046,LBIR6AFL.DTA,Liberia,2013
Pill,Told What to Do About Side Effects,0.612931473,LBIR6AFL.DTA,Liberia,2013
IUD,Told What to Do About Side Effects,1,LBIR6AFL.DTA,Liberia,2013
Injections,Told What to Do About Side Effects,0.721407734,LBIR6AFL.DTA,Liberia,2013
Female Sterilization,Told What to Do About Side Effects,0.458013669,LBIR6AFL.DTA,Liberia,2013
Implant,Told What to Do About Side Effects,0.868924485,LBIR6AFL.DTA,Liberia,2013
Total,Method Information Index,0.615361555,LBIR6AFL.DTA,Liberia,2013
Total,Told About Other Methods,0.721935422,LBIR6AFL.DTA,Liberia,2013
Total,Told About Side Effects,0.751944599,LBIR6AFL.DTA,Liberia,2013
Total,Told What to Do About Side Effects,0.713763837,LBIR6AFL.DTA,Liberia,2013
Pill,Method Information Index,0.147310613,MDIR81FL.DTA,Madagascar,2021
IUD,Method Information Index,0.252003187,MDIR81FL.DTA,Madagascar,2021
Injections,Method Information Index,0.164107979,MDIR81FL.DTA,Madagascar,2021
Female Sterilization,Method Information Index,0.230628787,MDIR81FL.DTA,Madagascar,2021
Implant,Method Information Index,0.264919546,MDIR81FL.DTA,Madagascar,2021
Pill,Told About Other Methods,0.540376249,MDIR81FL.DTA,Madagascar,2021
IUD,Told About Other Methods,0.776676252,MDIR81FL.DTA,Madagascar,2021
Injections,Told About Other Methods,0.56486971,MDIR81FL.DTA,Madagascar,2021
Female Sterilization,Told About Other Methods,0.454126914,MDIR81FL.DTA,Madagascar,2021
Implant,Told About Other Methods,0.679485894,MDIR81FL.DTA,Madagascar,2021
Pill,Told About Side Effects,0.190603289,MDIR81FL.DTA,Madagascar,2021
IUD,Told About Side Effects,0.297400588,MDIR81FL.DTA,Madagascar,2021
Injections,Told About Side Effects,0.221353944,MDIR81FL.DTA,Madagascar,2021
Female Sterilization,Told About Side Effects,0.355592927,MDIR81FL.DTA,Madagascar,2021
Implant,Told About Side Effects,0.346312621,MDIR81FL.DTA,Madagascar,2021
Pill,Told What to Do About Side Effects,0.155168075,MDIR81FL.DTA,Madagascar,2021
IUD,Told What to Do About Side Effects,0.262238949,MDIR81FL.DTA,Madagascar,2021
Injections,Told What to Do About Side Effects,0.181314763,MDIR81FL.DTA,Madagascar,2021
Female Sterilization,Told What to Do About Side Effects,0.2597564,MDIR81FL.DTA,Madagascar,2021
Implant,Told What to Do About Side Effects,0.312821116,MDIR81FL.DTA,Madagascar,2021
Total,Method Information Index,0.18837912,MDIR81FL.DTA,Madagascar,2021
Total,Told About Other Methods,0.590692444,MDIR81FL.DTA,Madagascar,2021
Total,Told About Side Effects,0.250686394,MDIR81FL.DTA,Madagascar,2021
Total,Told What to Do About Side Effects,0.212002759,MDIR81FL.DTA,Madagascar,2021
Pill,Method Information Index,0.581201957,MWIR7AFL.DTA,Malawi,2015
IUD,Method Information Index,0.708417022,MWIR7AFL.DTA,Malawi,2015
Injections,Method Information Index,0.630629854,MWIR7AFL.DTA,Malawi,2015
Female Sterilization,Method Information Index,0.456816801,MWIR7AFL.DTA,Malawi,2015
Implant,Method Information Index,0.70468867,MWIR7AFL.DTA,Malawi,2015
Pill,Told About Other Methods,0.768018343,MWIR7AFL.DTA,Malawi,2015
IUD,Told About Other Methods,0.861075782,MWIR7AFL.DTA,Malawi,2015
Injections,Told About Other Methods,0.835793755,MWIR7AFL.DTA,Malawi,2015
Female Sterilization,Told About Other Methods,0.660176113,MWIR7AFL.DTA,Malawi,2015
Implant,Told About Other Methods,0.839781908,MWIR7AFL.DTA,Malawi,2015
Pill,Told About Side Effects,0.673449934,MWIR7AFL.DTA,Malawi,2015
IUD,Told About Side Effects,0.820447817,MWIR7AFL.DTA,Malawi,2015
Injections,Told About Side Effects,0.731686507,MWIR7AFL.DTA,Malawi,2015
Female Sterilization,Told About Side Effects,0.621788142,MWIR7AFL.DTA,Malawi,2015
Implant,Told About Side Effects,0.820846568,MWIR7AFL.DTA,Malawi,2015
Pill,Told What to Do About Side Effects,0.633728054,MWIR7AFL.DTA,Malawi,2015
IUD,Told What to Do About Side Effects,0.786375188,MWIR7AFL.DTA,Malawi,2015
Injections,Told What to Do About Side Effects,0.681556517,MWIR7AFL.DTA,Malawi,2015
Female Sterilization,Told What to Do About Side Effects,0.558012779,MWIR7AFL.DTA,Malawi,2015
Implant,Told What to Do About Side Effects,0.784312548,MWIR7AFL.DTA,Malawi,2015
Total,Method Information Index,0.627108501,MWIR7AFL.DTA,Malawi,2015
Total,Told About Other Methods,0.812097835,MWIR7AFL.DTA,Malawi,2015
Total,Told About Side Effects,0.739195151,MWIR7AFL.DTA,Malawi,2015
Total,Told What to Do About Side Effects,0.691479422,MWIR7AFL.DTA,Malawi,2015
Pill,Method Information Index,0.418756598,MVIR71FL.DTA,Maldives,2016
IUD,Method Information Index,0.971973331,MVIR71FL.DTA,Maldives,2016
Injections,Method Information Index,0.563595602,MVIR71FL.DTA,Maldives,2016
Female Sterilization,Method Information Index,0.161941297,MVIR71FL.DTA,Maldives,2016
Implant,Method Information Index,0.712382071,MVIR71FL.DTA,Maldives,2016
Pill,Told About Other Methods,0.610104826,MVIR71FL.DTA,Maldives,2016
IUD,Told About Other Methods,0.971973331,MVIR71FL.DTA,Maldives,2016
Injections,Told About Other Methods,0.766613528,MVIR71FL.DTA,Maldives,2016
Female Sterilization,Told About Other Methods,0.2734893,MVIR71FL.DTA,Maldives,2016
Implant,Told About Other Methods,0.809319761,MVIR71FL.DTA,Maldives,2016
Pill,Told About Side Effects,0.586028265,MVIR71FL.DTA,Maldives,2016
IUD,Told About Side Effects,1,MVIR71FL.DTA,Maldives,2016
Injections,Told About Side Effects,0.646889041,MVIR71FL.DTA,Maldives,2016
Female Sterilization,Told About Side Effects,0.515967962,MVIR71FL.DTA,Maldives,2016
Implant,Told About Side Effects,0.88240576,MVIR71FL.DTA,Maldives,2016
Pill,Told What to Do About Side Effects,0.479331685,MVIR71FL.DTA,Maldives,2016
IUD,Told What to Do About Side Effects,1,MVIR71FL.DTA,Maldives,2016
Injections,Told What to Do About Side Effects,0.631532798,MVIR71FL.DTA,Maldives,2016
Female Sterilization,Told What to Do About Side Effects,0.324987361,MVIR71FL.DTA,Maldives,2016
Implant,Told What to Do About Side Effects,0.731286849,MVIR71FL.DTA,Maldives,2016
Total,Method Information Index,0.401962621,MVIR71FL.DTA,Maldives,2016
Total,Told About Other Methods,0.55041894,MVIR71FL.DTA,Maldives,2016
Total,Told About Side Effects,0.614308352,MVIR71FL.DTA,Maldives,2016
Total,Told What to Do About Side Effects,0.495924503,MVIR71FL.DTA,Maldives,2016
Pill,Method Information Index,0.299195798,MLIR7HFL.DTA,Mali,2018
IUD,Method Information Index,0.450437727,MLIR7HFL.DTA,Mali,2018
Injections,Method Information Index,0.411041493,MLIR7HFL.DTA,Mali,2018
Female Sterilization,Method Information Index,0.505034359,MLIR7HFL.DTA,Mali,2018
Implant,Method Information Index,0.50676561,MLIR7HFL.DTA,Mali,2018
Pill,Told About Other Methods,0.460112425,MLIR7HFL.DTA,Mali,2018
IUD,Told About Other Methods,0.751201387,MLIR7HFL.DTA,Mali,2018
Injections,Told About Other Methods,0.54650214,MLIR7HFL.DTA,Mali,2018
Female Sterilization,Told About Other Methods,0.559666532,MLIR7HFL.DTA,Mali,2018
Implant,Told About Other Methods,0.646614548,MLIR7HFL.DTA,Mali,2018
Pill,Told About Side Effects,0.413999509,MLIR7HFL.DTA,Mali,2018
IUD,Told About Side Effects,0.667588983,MLIR7HFL.DTA,Mali,2018
Injections,Told About Side Effects,0.586005159,MLIR7HFL.DTA,Mali,2018
Female Sterilization,Told About Side Effects,0.665929364,MLIR7HFL.DTA,Mali,2018
Implant,Told About Side Effects,0.706105136,MLIR7HFL.DTA,Mali,2018
Pill,Told What to Do About Side Effects,0.359930164,MLIR7HFL.DTA,Mali,2018
IUD,Told What to Do About Side Effects,0.610735709,MLIR7HFL.DTA,Mali,2018
Injections,Told What to Do About Side Effects,0.509954775,MLIR7HFL.DTA,Mali,2018
Female Sterilization,Told What to Do About Side Effects,0.61593769,MLIR7HFL.DTA,Mali,2018
Implant,Told What to Do About Side Effects,0.651565428,MLIR7HFL.DTA,Mali,2018
Total,Method Information Index,0.44371343,MLIR7HFL.DTA,Mali,2018
Total,Told About Other Methods,0.592909884,MLIR7HFL.DTA,Mali,2018
Total,Told About Side Effects,0.624251982,MLIR7HFL.DTA,Mali,2018
Total,Told What to Do About Side Effects,0.562238616,MLIR7HFL.DTA,Mali,2018
Pill,Method Information Index,0.253885968,MLIR6AFL.DTA,Mali,2012
IUD,Method Information Index,0.500645185,MLIR6AFL.DTA,Mali,2012
Injections,Method Information Index,0.31190793,MLIR6AFL.DTA,Mali,2012
Female Sterilization,Method Information Index,0.691998504,MLIR6AFL.DTA,Mali,2012
Implant,Method Information Index,0.417699956,MLIR6AFL.DTA,Mali,2012
Pill,Told About Other Methods,0.449307289,MLIR6AFL.DTA,Mali,2012
IUD,Told About Other Methods,0.79443944,MLIR6AFL.DTA,Mali,2012
Injections,Told About Other Methods,0.561994304,MLIR6AFL.DTA,Mali,2012
Female Sterilization,Told About Other Methods,0.691998504,MLIR6AFL.DTA,Mali,2012
Implant,Told About Other Methods,0.658758192,MLIR6AFL.DTA,Mali,2012
Pill,Told About Side Effects,0.368092359,MLIR6AFL.DTA,Mali,2012
IUD,Told About Side Effects,0.828236772,MLIR6AFL.DTA,Mali,2012
Injections,Told About Side Effects,0.524738993,MLIR6AFL.DTA,Mali,2012
Female Sterilization,Told About Side Effects,0.889180462,MLIR6AFL.DTA,Mali,2012
Implant,Told About Side Effects,0.663584715,MLIR6AFL.DTA,Mali,2012
Pill,Told What to Do About Side Effects,0.296815995,MLIR6AFL.DTA,Mali,2012
IUD,Told What to Do About Side Effects,0.607728161,MLIR6AFL.DTA,Mali,2012
Injections,Told What to Do About Side Effects,0.412133782,MLIR6AFL.DTA,Mali,2012
Female Sterilization,Told What to Do About Side Effects,0.889180462,MLIR6AFL.DTA,Mali,2012
Implant,Told What to Do About Side Effects,0.556761667,MLIR6AFL.DTA,Mali,2012
Total,Method Information Index,0.333032152,MLIR6AFL.DTA,Mali,2012
Total,Told About Other Methods,0.566427847,MLIR6AFL.DTA,Mali,2012
Total,Told About Side Effects,0.530914931,MLIR6AFL.DTA,Mali,2012
Total,Told What to Do About Side Effects,0.428189052,MLIR6AFL.DTA,Mali,2012
Pill,Method Information Index,0.117904344,MRIR71FL.DTA,Mauritania,2019
IUD,Method Information Index,0.145189706,MRIR71FL.DTA,Mauritania,2019
Injections,Method Information Index,0.163185412,MRIR71FL.DTA,Mauritania,2019
Implant,Method Information Index,0.190251749,MRIR71FL.DTA,Mauritania,2019
Pill,Told About Other Methods,0.259960033,MRIR71FL.DTA,Mauritania,2019
IUD,Told About Other Methods,0.145189706,MRIR71FL.DTA,Mauritania,2019
Injections,Told About Other Methods,0.32979848,MRIR71FL.DTA,Mauritania,2019
Implant,Told About Other Methods,0.319212336,MRIR71FL.DTA,Mauritania,2019
Pill,Told About Side Effects,0.285041938,MRIR71FL.DTA,Mauritania,2019
IUD,Told About Side Effects,0.288344978,MRIR71FL.DTA,Mauritania,2019
Injections,Told About Side Effects,0.321660142,MRIR71FL.DTA,Mauritania,2019
Implant,Told About Side Effects,0.426452714,MRIR71FL.DTA,Mauritania,2019
Pill,Told What to Do About Side Effects,0.210211722,MRIR71FL.DTA,Mauritania,2019
IUD,Told What to Do About Side Effects,0.145189706,MRIR71FL.DTA,Mauritania,2019
Injections,Told What to Do About Side Effects,0.231757774,MRIR71FL.DTA,Mauritania,2019
Implant,Told What to Do About Side Effects,0.338188519,MRIR71FL.DTA,Mauritania,2019
Total,Method Information Index,0.142155787,MRIR71FL.DTA,Mauritania,2019
Total,Told About Other Methods,0.287712455,MRIR71FL.DTA,Mauritania,2019
Total,Told About Side Effects,0.318472454,MRIR71FL.DTA,Mauritania,2019
Total,Told What to Do About Side Effects,0.236793354,MRIR71FL.DTA,Mauritania,2019
Pill,Method Information Index,0.422600482,MZIR62FL.DTA,Mozambique,2011
IUD,Method Information Index,0.397204833,MZIR62FL.DTA,Mozambique,2011
Injections,Method Information Index,0.474892501,MZIR62FL.DTA,Mozambique,2011
Female Sterilization,Method Information Index,0.33597695,MZIR62FL.DTA,Mozambique,2011
Implant,Method Information Index,1,MZIR62FL.DTA,Mozambique,2011
Pill,Told About Other Methods,0.642406639,MZIR62FL.DTA,Mozambique,2011
IUD,Told About Other Methods,0.54265991,MZIR62FL.DTA,Mozambique,2011
Injections,Told About Other Methods,0.715081911,MZIR62FL.DTA,Mozambique,2011
Female Sterilization,Told About Other Methods,0.496793196,MZIR62FL.DTA,Mozambique,2011
Implant,Told About Other Methods,1,MZIR62FL.DTA,Mozambique,2011
Pill,Told About Side Effects,0.522255573,MZIR62FL.DTA,Mozambique,2011
IUD,Told About Side Effects,0.589924602,MZIR62FL.DTA,Mozambique,2011
Injections,Told About Side Effects,0.619647246,MZIR62FL.DTA,Mozambique,2011
Female Sterilization,Told About Side Effects,0.467124674,MZIR62FL.DTA,Mozambique,2011
Implant,Told About Side Effects,1,MZIR62FL.DTA,Mozambique,2011
Pill,Told What to Do About Side Effects,0.461353704,MZIR62FL.DTA,Mozambique,2011
IUD,Told What to Do About Side Effects,0.562963897,MZIR62FL.DTA,Mozambique,2011
Injections,Told What to Do About Side Effects,0.526185256,MZIR62FL.DTA,Mozambique,2011
Female Sterilization,Told What to Do About Side Effects,0.420217362,MZIR62FL.DTA,Mozambique,2011
Implant,Told What to Do About Side Effects,1,MZIR62FL.DTA,Mozambique,2011
Total,Method Information Index,0.44806401,MZIR62FL.DTA,Mozambique,2011
Total,Told About Other Methods,0.671125659,MZIR62FL.DTA,Mozambique,2011
Total,Told About Side Effects,0.571522142,MZIR62FL.DTA,Mozambique,2011
Total,Told What to Do About Side Effects,0.495410138,MZIR62FL.DTA,Mozambique,2011
Pill,Method Information Index,0.332390526,NPIR7HFL.DTA,Nepal,2016
IUD,Method Information Index,0.652395906,NPIR7HFL.DTA,Nepal,2016
Injections,Method Information Index,0.47310002,NPIR7HFL.DTA,Nepal,2016
Female Sterilization,Method Information Index,0.265669472,NPIR7HFL.DTA,Nepal,2016
Implant,Method Information Index,0.581911285,NPIR7HFL.DTA,Nepal,2016
Pill,Told About Other Methods,0.455924373,NPIR7HFL.DTA,Nepal,2016
IUD,Told About Other Methods,0.675483124,NPIR7HFL.DTA,Nepal,2016
Injections,Told About Other Methods,0.606391525,NPIR7HFL.DTA,Nepal,2016
Female Sterilization,Told About Other Methods,0.347269426,NPIR7HFL.DTA,Nepal,2016
Implant,Told About Other Methods,0.687738733,NPIR7HFL.DTA,Nepal,2016
Pill,Told About Side Effects,0.499933255,NPIR7HFL.DTA,Nepal,2016
IUD,Told About Side Effects,0.819940194,NPIR7HFL.DTA,Nepal,2016
Injections,Told About Side Effects,0.650899393,NPIR7HFL.DTA,Nepal,2016
Female Sterilization,Told About Side Effects,0.426777546,NPIR7HFL.DTA,Nepal,2016
Implant,Told About Side Effects,0.767965419,NPIR7HFL.DTA,Nepal,2016
Pill,Told What to Do About Side Effects,0.404011809,NPIR7HFL.DTA,Nepal,2016
